"person";"txt"
"Phoebe";"Uh-huh, yeah."
"Man";"Well umm, if you have sometime y’know and maybe you might want tovisit someone else…"
"Phoebe";"Oh yeah! I-I would like that."
"Man";"I’m in the middle… (The elevator door closes, cutting him off.)"
"Phoebe";"Wait! What?! No!! Elevator!! No!"
"Joey";"(standing behind her) Uh, you gotta press the button. (Does so.)"
"Ross";"The nurse said they’re bringing in another woman."
"Rachel";"Ugh, is she pregnant yet? She doesn’t need to be; she’ll stillhave the baby before I do. Oh Ross, another contraction! (Leans back on Ross for somesupport.)"
"Ross";"That’s it. That’s it."
"Woman";"Oooh, that sounded like a bad one."
"Rachel";"Yeah it was."
"Woman";"Mine haven’t been so bad. Oh! Here comes one now. (Hums then squealsa little bit.) Oh, that was a big one!"
"Phoebe";"(to the nurse) Excuse me? Could you help me with something? The patientI’m looking for has a broken leg and is in a wheelchair. And umm, he’s likeearly to mid-thirties, very attractive."
"Nurse";"I think I know who you’re talking about."
"Phoebe";"Oh yay! Great! Okay, what room number is he in?"
"Nurse";"I’m sorry, that information is restricted to hospital staff…"
"Joey";"(walks up) Uh, she’s with me. (Introduces himself) Dr. Drake Remoray."
"Nurse";"Dr. Drake who?"
"Joey";"Remoray. It’s Portuguese. We need that information; I’m adoctor."
"Nurse";"A doctor at this hospital?"
"Joey";"Damnit woman we’re losing precious time! Now do you want thisman’s blood on your head?"
"Phoebe";"Hands."
"Joey";"Hands! It is absolutely essential that you tell me what room the man myassistant described is staying in. He’s a patient of mine, I’ve been treatinghim for years!"
"Nurse";"He’s in room 816."
"Joey";"816, thank you!"
"Phoebe";"Thank you. (Starts to exit.)"
"Joey";"And what is his name?"
"Phoebe";"(coming back for Joey) No! (Grabs Joey and drags him away.)"
"Monica";"I think we found a place."
"Chandler";"Okay. (They start kissing.)"
"Monica";"Umm, wait! Do you want to set the mood a little?"
"Chandler";"Okay. Uh, we’ll dim the lights, dim the lights. (He goes to thelight switch and finds it’s not a dimmer switch when he flips the lights off.) Orturn them out all together. Uh, no scented candles. Okay here. Here we go. (He sprays anaerosol air freshener above her.)"
"Monica";"Okay! Okay! Make me sterile, but okay."
"Monica";"Okay. Let’s hurry—Oh wait! Do we have a condom? (He looks ather.) Oh right! (Laughs and they resume making out when a nurse catches them in the act.)"
"Chandler";"Yes, 98.6. You’re gonna be fine."
"Phoebe";"Ooh, this is it! (Looks in the window.) Oh, that’s him! That’shim!"
"Joey";"Great! Go get him."
"Phoebe";"Wait a second, or maybe you can go in first."
"Joey";"(looks in the window) He’s not really my type."
"Phoebe";"No not you, Dr. Drake Remoray. You can ask him questions and seewhat’s he like. People tell doctors everything."
"Joey";"But you said he was this great guy!"
"Phoebe";"But lately all the guys I meet seem really nice at first, then they turnout to be the biggest jerks."
"Joey";"You do attract some stinkers."
"Rachel";"Dr. Long, I’ve been at this for seventeen hours! Three women havecome and gone with their babies, you gotta give me some good news! How many centimeters amI dilated? Eight? Nine?"
"Dr. Long";"Three."
"Ross";"Just three?! I’m dilated three!"
"Dr. Long";"We are moving along, just slowly. (Rachel lies back and sighs.)Don’t worry, you’re doing great. I’ll be back soon. (Exits.)"
"Rachel";"Hey, y’know what? I’m not waiting! I’m gonna push thisbaby out! I’m doing it! I mean it’s what? Three centimeters? That’s gottabe like this! (Holds her hands a couple inches apart.)"
"Ross";"Actually it’s more like this. (Pushes her hands to less than an inchapart.)"
"Rachel";"Oh stupid metric system!"
"Doctor";"Oh my. We’re gonna need to take you straight to the delivery room."
"Rachel";"Oh for the love of God!"
"Woman Giving Birth";"(yelling from the hallway) It’s coming! It’scoming!"
"Doctor";"And here it is! (The baby cries.)"
"Rachel";"Oh come on!!"
"Joey";"Hi! I’m Dr. Drake Remoray and I have a few routine questions I needto ask you."
"Man";"Really? I’ve been dealing with Dr. Wells."
"Joey";"I know, but I’m a neurologist. And just to be on the safe side, Dr.Wells wanted a more comprehensive overview of you status so he sent me."
"Man";"Dr. Wells is a woman."
"Joey";"That was a test. Good response. All right, full name."
"Man";"Clifford Burnett."
"Joey";"Date of birth?"
"Cliff";"November 16"
"Joey";"Age?"
"Cliff";"Can’t you figure that out based on my date of birth?"
"Joey";"I’m a doctor Cliff, not a mathematician."
"Cliff";"I’m 33."
"Joey";"Okay. And uh, are you married."
"Cliff";"No."
"Joey";"Oh really? So, 33 and still single, would you say you have commitmentissues?"
"Cliff";"Are all the questions this personal?"
"Joey";"(checking the list) Yes."
"Cliff";"Well uh if you must know I’m a widower."
"Joey";"Oh that’s terrible. I’m-I’m really sorry."
"Cliff";"Yeah."
"Joey";"Hmm. Do you sleep with women and never call them again?"
"Cliff";"No."
"Joey";"Excellent! Excellent! And uh, finally, are you into any weird stuffy’know, sexually?"
"Cliff";"No!"
"Joey";"Oooh, wrong answer. (Exits.)"
"Nurse";"(calling to the woman) This room’s available."
"Rachel";"Okay! Okay wait! You listen to me! You listen to me! Since I have beenwaiting four women, that’s four, one higher than the number of centimeters that I amdilated, have come and gone with their babies! I’m next! It’s my turn! It’sonly fair! And if you bring in one woman and she has her baby before me I’m going tosue you! Not this hospital, I’m going to sue you! And my husband (Points at Ross)he’s a lawyer!"
"Ross";"Uh Rach…"
"Rachel";"Go get back on that case honey!"
"Nurse";"I don’t think the next patient is very far along."
"Rachel";"Okay, well then bring her in."
"Woman";"OH….MY….GAWD!!! (Uh-huh, it’s Janice.)"
"Janice";"I….can’t….believe this!"
"Ross";"And yet somehow it’s true!"
"Janice";"I mean this is so great! We’re gonna be baby buddies! (Does thelaugh.)"
"Ross";"(To Rachel) Squeeze your legs together and cover the baby’s ears!"
"Man";"(entering, carrying a pillow) Hi sweetie!"
"Janice";"Hi! Hi sweetheart! This is my husband Sid, I don’t thinkyou’ve met him. Ross, Rachel, this is Sid. I nabbed him a year ago at thedermatologist’s office. Thank God for adult acne huh? (Does the laugh.)"
"Sid";"I still can’t believe it! I’m the luckiest guy in the world!"
"Ross";"(softly) Really?"
"Sid";"(To Janice) What’d he say?"
"Janice";"Oh y’know what? You have to speak very loudly when you’retalking to Sid, because he’s almost completely deaf."
"Rachel";"Oh!"
"Ross";"Oh there you go!"
"Rachel";"I get it!"
"Janice";"So? Congratulations you two, I didn’t even know you got married."
"Rachel";"Oh we-we didn’t."
"Ross";"No-no. We…"
"Janice";"What?!"
"Ross";"Um uh…We’re-we’re just having this baby together but uh, uhthat’s all."
"Janice";"Why?!!"
"Ross";"Uh well umm…we’re just not in that place, y’know? Butwe’re very excited about this."
"Janice";"Oh. Well then shut me up. (Does the laugh.)"
"Rachel";"Just tell me how."
"Janice";"Uh-oh, I feel another one coming. (She makes a sound like a goose duringthe contraction.)"
"Ross";"Sid you lucky deaf bastard."
"Phoebe";"What else? What else?"
"Joey";"Uh, well he’s 33."
"Phoebe";"Oh. Ah-uh."
"Joey";"A widower."
"Phoebe";"Oh."
"Joey";"He seemed like a stand up guy. Oh, and he’s not into anything weirdsexually."
"Phoebe";"Enter Pheebs."
"Chandler";"Should we tell Rachel there’s an empty private room right nextdoor to hers?"
"Monica";"We could, or we can have sex in it."
"Chandler";"Well let me think about that, while I remove my pants!"
"Monica";"(lying down on the bed) Okay mister! Fertilize me!"
"Monica";"Does that sound like Janice?"
"Chandler";"If it’s not, then there’s two of them. And that would meanit’s the end of the world!"
"Monica";"Hey!"
"Ross";"Hey!"
"Chandler";"Hi."
"Rachel";"Oh hi."
"Monica";"I can’t believe this is taking so long. How are you doing?"
"Rachel";"Oh not bad. Do you know that feeling when you’re trying to blow aSaint Bernard out your ass?"
"Chandler";"Weirdest thing. Did I hear—(A nurse opens the privacy screen andChandler sees Janice)—Mother of God it’s true!"
"Janice";"Chandler Bing!"
"Chandler";"Jan-Janice!"
"Ross";"Not just Janice, Janice in labor, contracting and everything."
"Janice";"Oh, this should be easy. I have a very wide pelvis. You rememberChandler."
"Chandler";"Janice I didn’t even know you were pregnant! Who’s theunwitting human who’s essence you’ve stolen?"
"Janice";"It’s you. This is yours."
"Chandler";"What?!"
"Janice";"(laughs) Look how nervous he gets! We haven’t slept together inyears! (Laughs again.)"
"Chandler";"That’s funny. Does it-does it hurt? Does the labor hurt?"
"Phoebe";"Okay I’ve got one for you, if you had too which one would yourather eat, a seeing eye dog or a talking gorilla?"
"Cliff";"I’d have to say…the talking gorilla, because at least I canexplain to him that you’re making me eat him."
"Phoebe";"Somebody went to college. Wow. (Cliff gets uncomfortable) What is it?I’m sorry. (She moves her arm, which was resting on the same pillow his leg is.)"
"Cliff";"No, I’m sorry. It’s just my foot itches like crazy."
"Phoebe";"Oh, I’ll get it. (She gets up and grabs a spoon.)"
"Cliff";"Wow! I usually get to know a girl a little better before I let her spoonme."
"Phoebe";"Relax, it’s not like we’re forking."
"Rachel";"Oh that’s five Ross. Five women have had five babies! And I havehad no babies! Why doesn’t she want to come out?"
"Ross";"Y’know what I think it is? I think you’ve made such a nice homefor her over the last nine months that she just doesn’t want to leave."
"Rachel";"Oh. Look at you making up crap for me. Oh God! (Starts anothercontraction as Dr. Long enters.)"
"Dr. Long";"Twenty-one hours, you’re a hero."
"Rachel";"Doctor you gotta do something! I think you gotta give me drugs or yougotta light a fire up in there and just smoke it out."
"Dr. Long";"Actually, I think you’re ready to go to the delivery room."
"Rachel";"What?"
"Dr. Long";"Ten centimeters, you’re about to become a mom."
"Rachel";"My God. Okay. (Another woman enters.) Ha-ha-ha beat ya! Sucker!"
"Cliff";"Is this the same spoon that was in my cast? (Smells it.)"
"Phoebe";"Y’know what? This one is. (Eats another spoonful of pudding asCliff sees something on TV.)"
"Cliff";"Oh my God! That’s the doctor who was in my room before!"
"Phoebe";"Huh. Okay, Mr. Perkazet."
"Cliff";"I’m telling you! The guy from that show was here in my room, askingme all these weird questions!"
"Phoebe";"Cliff, do you really believe that a character from a TV show was here inyour room?"
"Joey";"(entering) Rachel’s having her baby!! (Phoebe turns and looks athim.) Which is of no interest to me, I’m a neurologist."
"Cliff";"That-that’s him! You know him?"
"Phoebe";"Okay. Okay. I—Okay umm…this…I-I sent my friend Joey inhere to find out stuff about you. Umm y’know, if it helps you came off great. A"
"Cliff";"I don’t believe this. You got him to pretend he was some fakedoctor?"
"Joey";"Fake? Excuse me? Hello? (Taps the TV screen.)"
"Cliff";"And then you tried to make me think that I was crazy."
"Phoebe";"You’re right, that was wrong. I’m sorry. I’m so sorry.It’s just that I liked you so much. Can we just, can we just start over?"
"Cliff";"I don’t think so."
"Joey";"Uh, if I may? Umm-umm look, Cliff, you told me a lot of personal stuffabout you, right? And maybe-maybe it would if-if would help if-if you knew some personalstuff about her. Uh, she was married to a gay ice dancer. Uh, she gave birth to herbrother’s triplets. Oh! Oh! Her-her twin sister used to do porn!"
"Phoebe";"Uh Joey, we’re trying to dial down the crazy."
"Joey";"Right!"
"Phoebe";"Umm, look we don’t, we don’t really know each other so itwould be really easy to just forget about this, but there seems to be something betweenus. And I don’t know about you but that doesn’t happen to me a lot."
"Cliff";"It doesn’t happen to me either."
"Joey";"Me neither."
"Dr. Long";"Push. Push. Come on push for five seconds. 5…4…"
"Rachel";"3-2-1 oh!!"
"Dr. Long";"Okay, the next contraction should be in about twenty seconds."
"Rachel";"I can’t. I can’t push anymore, I can’t."
"Ross";"Sweetie you’re doing great."
"Rachel";"Oh God twenty seconds my ass!!"
"Dr. Long";"Here we go! Okay, keep pushing! Wait! I see something."
"Ross";"What? You do? You do? (Looks) Oh my God!"
"Rachel";"Don’t say, "Oh my God!" Oh my God what?"
"Ross";"What is that?"
"Dr. Long";"It’s the baby’s buttock, she’s breech."
"Ross";"Oh thank God, I thought she had two heads."
"Rachel";"Oh God. Is she gonna be okay?"
"Dr. Long";"She’s gonna be fine. Okay, she’s in a more difficultposition so you’re gonna have to push even harder now. Go! Push!"
"Ross";"Go!"
"Dr. Long";"Rachel you’re gonna have to push even harder, nothing’shappening!"
"Rachel";"I’m sorry, I can’t!"
"Ross";"Yes you can!"
"Rachel";"I can’t!"
"Ross";"Hey! Hey! Come on! You can! I know you can do this! Let’s go!"
"Rachel";"I can’t. Please, you do it for me."
"Ross";"No! Come on let’s—One more time! One final push! Ready?1…2…3! (Rachel pushes so hard her head snaps up head-butting Ross and knockinghim down.)"
"Dr. Long";"Good!"
"Ross";"(from the floor) Keep pushing!"
"Rachel";"Are you okay?"
"Ross";"You have no idea how much this hurts. (All of the women in the room turnand glare at him.) Keep going! Keep going!"
